t/F:I/F:x/F:y/F:z/F:B/F:B_I0_T0/F:B_I0
0.000 0 0 0 0 50.010	0.024	0.024
1.000 0 0 0 0 50.010	0.024	0.024
2.000 0 0 0 0 50.010	0.024	0.024
3.000 0 0 0 0 50.010	0.024	0.024
4.000 0 0 0 0 50.010	0.024	0.024
5.000 0 0 0 0 50.010	0.024	0.024
6.000 0 0 0 0 50.010	0.024	0.024
7.000 0 0 0 0 50.010	0.024	0.024
8.000 0 0 0 0 50.010	0.024	0.024
9.000 0 0 0 0 50.010	0.024	0.024
10.000 0 0 0 0 50.010	0.024	0.024
11.000 0 0 0 0 50.010	0.024	0.024
12.000 0 0 0 0 50.010	0.024	0.024
13.000 0 0 0 0 50.010	0.024	0.024
14.000 0 0 0 0 50.010	0.024	0.024
15.000 0 0 0 0 50.010	0.024	0.024
16.000 0 0 0 0 50.010	0.024	0.024
17.000 0 0 0 0 50.010	0.024	0.024
18.000 0 0 0 0 50.010	0.024	0.024
19.000 0 0 0 0 50.010	0.024	0.024
20.000 0 0 0 0 50.010	0.024	0.024
21.000 0 0 0 0 50.010	0.024	0.024
22.000 0 0 0 0 50.010	0.024	0.024
23.000 0 0 0 0 50.010	0.024	0.024
24.000 0 0 0 0 50.010	0.024	0.024
25.000 0 0 0 0 50.010	0.024	0.024
26.000 0 0 0 0 50.010	0.024	0.024
27.000 0 0 0 0 50.010	0.024	0.024
28.000 0 0 0 0 50.010	0.024	0.024
29.000 0 0 0 0 50.010	0.024	0.024
30.000 0 0 0 0 50.010	0.024	0.024
31.000 0 0 0 0 50.020	0.024	0.024
32.000 0 0 0 0 50.020	0.024	0.024
33.000 0 0 0 0 50.010	0.024	0.024
34.000 0 0 0 0 50.020	0.024	0.024
35.000 0 0 0 0 50.020	0.024	0.024
36.000 0 0 0 0 50.020	0.024	0.024
37.000 0 0 0 0 50.020	0.024	0.024
38.000 0 0 0 0 50.020	0.024	0.024
39.000 0 0 0 0 50.020	0.024	0.024
40.000 0 0 0 0 50.020	0.024	0.024
41.000 0 0 0 0 50.020	0.024	0.024
42.000 0 0 0 0 50.020	0.024	0.024
43.000 0 0 0 0 50.020	0.024	0.024
44.000 0 0 0 0 50.020	0.024	0.024
45.000 0 0 0 0 50.020	0.024	0.024
46.000 0 0 0 0 50.020	0.024	0.024
47.000 0 0 0 0 50.020	0.024	0.024
48.000 0 0 0 0 50.020	0.024	0.024
49.000 0 0 0 0 50.020	0.024	0.024
50.000 0 0 0 0 50.020	0.024	0.024
51.000 0 0 0 0 50.020	0.024	0.024
52.000 0 0 0 0 50.020	0.024	0.024
53.000 0 0 0 0 50.020	0.024	0.024
54.000 0 0 0 0 50.020	0.024	0.024
55.000 0 0 0 0 50.020	0.024	0.024
56.000 0 0 0 0 50.020	0.024	0.024
57.000 0 0 0 0 50.020	0.024	0.024
58.000 0 0 0 0 50.020	0.024	0.024
59.000 0 0 0 0 50.020	0.024	0.024
60.000 0 0 0 0 50.020	0.024	0.024
61.000 0 0 0 0 50.020	0.024	0.024
62.000 0 0 0 0 50.020	0.024	0.024
63.000 0 0 0 0 50.030	0.024	0.024
64.000 0 0 0 0 50.030	0.024	0.024
65.000 0 0 0 0 50.020	0.024	0.024
66.000 0 0 0 0 50.030	0.024	0.024
67.000 0 0 0 0 50.030	0.024	0.024
68.000 0 0 0 0 50.030	0.024	0.024
69.000 0 0 0 0 50.030	0.024	0.024
70.000 0 0 0 0 50.030	0.024	0.024
71.000 0 0 0 0 50.020	0.024	0.024
72.000 0 0 0 0 50.020	0.024	0.024
73.000 0 0 0 0 50.020	0.024	0.024
74.000 0 0 0 0 50.030	0.024	0.024
75.000 0 0 0 0 50.030	0.024	0.024
76.000 0 0 0 0 50.030	0.024	0.024
77.000 0 0 0 0 50.030	0.024	0.024
78.000 0 0 0 0 50.030	0.024	0.024
79.000 0 0 0 0 50.030	0.024	0.024
80.000 0 0 0 0 50.030	0.024	0.024
81.000 0 0 0 0 50.030	0.024	0.024
82.000 0 0 0 0 50.030	0.024	0.024
83.000 0 0 0 0 50.030	0.024	0.024
84.000 0 0 0 0 50.030	0.024	0.024
85.000 0 0 0 0 50.030	0.024	0.024
86.000 0 0 0 0 50.030	0.024	0.024
87.000 0 0 0 0 50.030	0.024	0.024
88.000 0 0 0 0 50.030	0.024	0.024
89.000 0 0 0 0 50.030	0.024	0.024
90.000 0 0 0 0 50.030	0.024	0.024
91.000 0 0 0 0 50.030	0.024	0.024
92.000 0 0 0 0 50.030	0.024	0.024
93.000 0 0 0 0 50.030	0.024	0.024
94.000 0 0 0 0 50.030	0.024	0.024
95.000 0 0 0 0 50.030	0.024	0.024
96.000 0 0 0 0 50.030	0.024	0.024
97.000 0 0 0 0 50.030	0.024	0.024
98.000 0 0 0 0 50.030	0.024	0.024
99.000 0 0 0 0 50.030	0.024	0.024
100.000 0 0 0 0 50.030	0.024	0.024
101.000 0 0 0 0 50.030	0.024	0.024
102.000 0 0 0 0 50.030	0.024	0.024
103.000 0 0 0 0 50.030	0.024	0.024
104.000 0 0 0 0 50.030	0.024	0.024
105.000 0 0 0 0 50.040	0.024	0.024
106.000 0 0 0 0 50.040	0.024	0.024
107.000 0 0 0 0 50.030	0.024	0.024
108.000 0 0 0 0 50.030	0.024	0.024
109.000 0 0 0 0 50.030	0.024	0.024
110.000 0 0 0 0 50.040	0.024	0.024
111.000 0 0 0 0 50.040	0.024	0.024
112.000 0 0 0 0 50.040	0.024	0.024
113.000 0 0 0 0 50.040	0.024	0.024
114.000 0 0 0 0 50.030	0.024	0.024
115.000 0 0 0 0 50.030	0.024	0.024
116.000 0 0 0 0 50.030	0.024	0.024
117.000 0 0 0 0 50.040	0.024	0.024
118.000 0 0 0 0 50.040	0.024	0.024
119.000 0 0 0 0 50.040	0.024	0.024
