t/F:I/F:x/F:y/F:z/F:B/F:B_I0_T0/F:B_I0
0.000 0 0 0 0 4.996	0.006	0.006
0.250 0 0 0 0 4.995	0.006	0.006
0.500 0 0 0 0 4.995	0.006	0.006
0.750 0 0 0 0 4.996	0.006	0.006
1.000 0 0 0 0 4.997	0.006	0.006
1.250 0 0 0 0 4.996	0.006	0.006
1.500 0 0 0 0 4.996	0.006	0.006
1.750 0 0 0 0 4.997	0.006	0.006
2.000 0 0 0 0 4.997	0.006	0.006
2.250 0 0 0 0 4.996	0.006	0.006
2.500 0 0 0 0 4.996	0.006	0.006
2.750 0 0 0 0 4.996	0.006	0.006
3.000 0 0 0 0 4.997	0.006	0.006
3.250 0 0 0 0 4.997	0.006	0.006
3.500 0 0 0 0 4.995	0.006	0.006
3.750 0 0 0 0 4.996	0.006	0.006
4.000 0 0 0 0 4.997	0.006	0.006
4.250 0 0 0 0 4.997	0.006	0.006
4.500 0 0 0 0 4.997	0.006	0.006
4.750 0 0 0 0 4.996	0.006	0.006
5.000 0 0 0 0 4.995	0.006	0.006
5.250 0 0 0 0 4.996	0.006	0.006
5.500 0 0 0 0 4.997	0.006	0.006
5.750 0 0 0 0 4.996	0.006	0.006
6.000 0 0 0 0 4.996	0.006	0.006
6.250 0 0 0 0 4.996	0.006	0.006
6.500 0 0 0 0 4.996	0.006	0.006
6.750 0 0 0 0 4.996	0.006	0.006
7.000 0 0 0 0 4.995	0.006	0.006
7.250 0 0 0 0 4.996	0.006	0.006
7.500 0 0 0 0 4.996	0.006	0.006
7.750 0 0 0 0 4.996	0.006	0.006
8.000 0 0 0 0 4.995	0.006	0.006
8.250 0 0 0 0 4.995	0.006	0.006
8.500 0 0 0 0 4.997	0.006	0.006
8.750 0 0 0 0 4.997	0.006	0.006
9.000 0 0 0 0 4.996	0.006	0.006
9.250 0 0 0 0 4.995	0.006	0.006
9.500 0 0 0 0 4.995	0.006	0.006
9.750 0 0 0 0 4.995	0.006	0.006
10.000 0 0 0 0 4.996	0.006	0.006
10.250 0 0 0 0 4.996	0.006	0.006
10.500 0 0 0 0 4.995	0.006	0.006
