t/F:I/F:x/F:y/F:z/F:B/F:B_I0_T0/F:B_I0
0.000 0 0 0 0 74.990		-0.007	-0.007
0.500 0 0 0 0 74.990		-0.007	-0.007
1.000 0 0 0 0 74.990		-0.007	-0.007
1.500 0 0 0 0 74.990		-0.007	-0.007
2.000 0 0 0 0 74.990		-0.007	-0.007
2.500 0 0 0 0 74.990		-0.007	-0.007
3.000 0 0 0 0 74.990		-0.007	-0.007
3.500 0 0 0 0 74.990		-0.007	-0.007
4.000 0 0 0 0 74.990		-0.007	-0.007
4.500 0 0 0 0 74.990		-0.007	-0.007
5.000 0 0 0 0 74.990		-0.007	-0.007
5.500 0 0 0 0 74.990		-0.007	-0.007
6.000 0 0 0 0 74.990		-0.007	-0.007
6.500 0 0 0 0 74.990		-0.007	-0.007
7.000 0 0 0 0 74.990		-0.007	-0.007
7.500 0 0 0 0 74.990		-0.007	-0.007
8.000 0 0 0 0 74.990		-0.007	-0.007
8.500 0 0 0 0 74.990		-0.007	-0.007
9.000 0 0 0 0 74.990		-0.007	-0.007
9.500 0 0 0 0 74.990		-0.007	-0.007
10.000 0 0 0 0 74.990		-0.007	-0.007
10.500 0 0 0 0 74.990		-0.007	-0.007
11.000 0 0 0 0 74.990		-0.007	-0.007
11.500 0 0 0 0 75.010		-0.007	-0.007
12.000 0 0 0 0 75.010		-0.007	-0.007
12.500 0 0 0 0 75.010		-0.007	-0.007
13.000 0 0 0 0 75.010		-0.007	-0.007
13.500 0 0 0 0 75.000		-0.007	-0.007
14.000 0 0 0 0 75.010		-0.007	-0.007
14.500 0 0 0 0 75.010		-0.007	-0.007
15.000 0 0 0 0 75.010		-0.007	-0.007
15.500 0 0 0 0 75.010		-0.007	-0.007
16.000 0 0 0 0 75.010		-0.007	-0.007
16.500 0 0 0 0 75.010		-0.007	-0.007
17.000 0 0 0 0 75.010		-0.007	-0.007
17.500 0 0 0 0 75.010		-0.007	-0.007
18.000 0 0 0 0 75.020		-0.007	-0.007
18.500 0 0 0 0 75.020		-0.007	-0.007
19.000 0 0 0 0 75.020		-0.007	-0.007
19.500 0 0 0 0 75.010		-0.007	-0.007
20.000 0 0 0 0 75.010		-0.007	-0.007
