F/t:I/F:x/F:y/F:z/F:B/F:B_I0_T0/F:B_I0
0.000 0 0 0 0 0.660		0.662	0.659
1.000 0 0 0 0 0.660		0.662	0.659
2.000 0 0 0 0 0.659		0.662	0.659
3.000 0 0 0 0 0.659		0.662	0.659
4.000 0 0 0 0 0.535		0.662	0.659
5.000 0 0 0 0 7.405		0.662	0.659
6.000 0 0 0 0 8.245		0.662	0.659
7.000 0 0 0 0 8.509		0.662	0.659
8.000 0 0 0 0 8.692		0.662	0.659
9.000 0 0 0 0 8.820		0.662	0.659
10.000 0 0 0 0 9.155		0.662	0.659
11.000 0 0 0 0 42.350		0.662	0.659
12.000 0 0 0 0 67.870		0.662	0.659
13.000 0 0 0 0 81.900		0.662	0.659
14.000 0 0 0 0 102.420		0.662	0.659
15.000 0 0 0 0 111.850		0.662	0.659
16.000 0 0 0 0 125.720		0.662	0.659
17.000 0 0 0 0 137.250		0.662	0.659
18.000 0 0 0 0 151.930		0.662	0.659
19.000 0 0 0 0 169.230		0.662	0.659
20.000 0 0 0 0 192.280		0.662	0.659
21.000 0 0 0 0 214.410		0.662	0.659
22.000 0 0 0 0 231.760		0.662	0.659
23.000 0 0 0 0 252.340		0.662	0.659
24.000 0 0 0 0 272.110		0.662	0.659
25.000 0 0 0 0 289.810		0.662	0.659
26.000 0 0 0 0 327.400		0.662	0.659
27.000 0 0 0 0 382.000		0.662	0.659
28.000 0 0 0 0 405.300		0.662	0.659
29.000 0 0 0 0 415.400		0.662	0.659
30.000 0 0 0 0 428.400		0.662	0.659
31.000 0 0 0 0 436.100		0.662	0.659
32.000 0 0 0 0 444.900		0.662	0.659
33.000 0 0 0 0 456.100		0.662	0.659
34.000 0 0 0 0 463.700		0.662	0.659
35.000 0 0 0 0 467.600		0.662	0.659
36.000 0 0 0 0 474.300		0.662	0.659
37.000 0 0 0 0 479.900		0.662	0.659
38.000 0 0 0 0 485.200		0.662	0.659
39.000 0 0 0 0 488.900		0.662	0.659
40.000 0 0 0 0 489.900		0.662	0.659
41.000 0 0 0 0 490.600		0.662	0.659
42.000 0 0 0 0 490.800		0.662	0.659
43.000 0 0 0 0 491.000		0.662	0.659
44.000 0 0 0 0 491.100		0.662	0.659
45.000 0 0 0 0 491.200		0.662	0.659
46.000 0 0 0 0 491.300		0.662	0.659
47.000 0 0 0 0 491.300		0.662	0.659
48.000 0 0 0 0 491.400		0.662	0.659
49.000 0 0 0 0 491.400		0.662	0.659
50.000 0 0 0 0 491.500		0.662	0.659
51.000 0 0 0 0 491.500		0.662	0.659
52.000 0 0 0 0 491.500		0.662	0.659
53.000 0 0 0 0 491.600		0.662	0.659
54.000 0 0 0 0 491.600		0.662	0.659
55.000 0 0 0 0 491.600		0.662	0.659
56.000 0 0 0 0 491.700		0.662	0.659
57.000 0 0 0 0 491.700		0.662	0.659
58.000 0 0 0 0 491.700		0.662	0.659
