t/F:I/F:x/F:y/F:z/F:B/F:B_I0_T0/F:B_I0
0.000 0 0 0 0 100.020		0.002	0.002
0.500 0 0 0 0 100.020		0.002	0.002
1.000 0 0 0 0 100.020		0.002	0.002
1.500 0 0 0 0 100.030		0.002	0.002
2.000 0 0 0 0 100.020		0.002	0.002
2.500 0 0 0 0 100.030		0.002	0.002
3.000 0 0 0 0 100.020		0.002	0.002
3.500 0 0 0 0 100.030		0.002	0.002
4.000 0 0 0 0 100.030		0.002	0.002
4.500 0 0 0 0 100.020		0.002	0.002
5.000 0 0 0 0 100.030		0.002	0.002
5.500 0 0 0 0 100.020		0.002	0.002
6.000 0 0 0 0 100.030		0.002	0.002
6.500 0 0 0 0 100.030		0.002	0.002
7.000 0 0 0 0 100.020		0.002	0.002
7.500 0 0 0 0 100.020		0.002	0.002
8.000 0 0 0 0 100.020		0.002	0.002
8.500 0 0 0 0 100.030		0.002	0.002
9.000 0 0 0 0 100.030		0.002	0.002
9.500 0 0 0 0 100.020		0.002	0.002
10.000 0 0 0 0 100.030		0.002	0.002
10.500 0 0 0 0 100.030		0.002	0.002
11.000 0 0 0 0 100.030		0.002	0.002
11.500 0 0 0 0 100.030		0.002	0.002
12.000 0 0 0 0 100.030		0.002	0.002
12.500 0 0 0 0 100.030		0.002	0.002
13.000 0 0 0 0 100.020		0.002	0.002
13.500 0 0 0 0 100.030		0.002	0.002
14.000 0 0 0 0 100.020		0.002	0.002
14.500 0 0 0 0 100.030		0.002	0.002
15.000 0 0 0 0 100.020		0.002	0.002
15.500 0 0 0 0 100.020		0.002	0.002
16.000 0 0 0 0 100.030		0.002	0.002
16.500 0 0 0 0 100.020		0.002	0.002
17.000 0 0 0 0 100.030		0.002	0.002
17.500 0 0 0 0 100.020		0.002	0.002
18.000 0 0 0 0 100.030		0.002	0.002
18.500 0 0 0 0 100.030		0.002	0.002
19.000 0 0 0 0 100.030		0.002	0.002
19.500 0 0 0 0 100.020		0.002	0.002
20.000 0 0 0 0 100.020		0.002	0.002
20.500 0 0 0 0 100.020		0.002	0.002
21.000 0 0 0 0 100.020		0.002	0.002
21.500 0 0 0 0 100.020		0.002	0.002
22.000 0 0 0 0 100.020		0.002	0.002
22.500 0 0 0 0 100.020		0.002	0.002
23.000 0 0 0 0 100.020		0.002	0.002
23.500 0 0 0 0 100.020		0.002	0.002
24.000 0 0 0 0 100.020		0.002	0.002
24.500 0 0 0 0 100.030		0.002	0.002
25.000 0 0 0 0 100.020		0.002	0.002
25.500 0 0 0 0 100.020		0.002	0.002
26.000 0 0 0 0 100.020		0.002	0.002
26.500 0 0 0 0 100.020		0.002	0.002
27.000 0 0 0 0 100.020		0.002	0.002
27.500 0 0 0 0 100.020		0.002	0.002
28.000 0 0 0 0 100.020		0.002	0.002
28.500 0 0 0 0 100.020		0.002	0.002
29.000 0 0 0 0 100.020		0.002	0.002
29.500 0 0 0 0 100.020		0.002	0.002
30.000 0 0 0 0 100.020		0.002	0.002
30.500 0 0 0 0 100.020		0.002	0.002
31.000 0 0 0 0 100.020		0.002	0.002
31.500 0 0 0 0 100.020		0.002	0.002
32.000 0 0 0 0 100.020		0.002	0.002
32.500 0 0 0 0 100.020		0.002	0.002
33.000 0 0 0 0 100.020		0.002	0.002
33.500 0 0 0 0 100.020		0.002	0.002
34.000 0 0 0 0 100.020		0.002	0.002
34.500 0 0 0 0 100.020		0.002	0.002
35.000 0 0 0 0 100.020		0.002	0.002
35.500 0 0 0 0 100.020		0.002	0.002
36.000 0 0 0 0 100.030		0.002	0.002
36.500 0 0 0 0 100.020		0.002	0.002
37.000 0 0 0 0 100.020		0.002	0.002
37.500 0 0 0 0 100.030		0.002	0.002
38.000 0 0 0 0 100.020		0.002	0.002
38.500 0 0 0 0 100.030		0.002	0.002
39.000 0 0 0 0 100.020		0.002	0.002
39.500 0 0 0 0 100.020		0.002	0.002
40.000 0 0 0 0 100.020		0.002	0.002
40.500 0 0 0 0 100.020		0.002	0.002
41.000 0 0 0 0 100.030		0.002	0.002
41.500 0 0 0 0 100.020		0.002	0.002
42.000 0 0 0 0 100.020		0.002	0.002
42.500 0 0 0 0 100.020		0.002	0.002
43.000 0 0 0 0 100.030		0.002	0.002
43.500 0 0 0 0 100.030		0.002	0.002
44.000 0 0 0 0 100.020		0.002	0.002
44.500 0 0 0 0 100.030		0.002	0.002
45.000 0 0 0 0 100.020		0.002	0.002
45.500 0 0 0 0 100.020		0.002	0.002
46.000 0 0 0 0 100.020		0.002	0.002
46.500 0 0 0 0 100.020		0.002	0.002
47.000 0 0 0 0 100.030		0.002	0.002
47.500 0 0 0 0 100.020		0.002	0.002
48.000 0 0 0 0 100.030		0.002	0.002
48.500 0 0 0 0 100.030		0.002	0.002
49.000 0 0 0 0 100.030		0.002	0.002
