t/F:I/F:x/F:y/F:z/F:B/F:B_I0_T0/F:B_I0
0.000 1.268 0 0 0 25.071	-0.004	-0.004
1.000 1.268 0 0 0 25.070	-0.004	-0.004
2.000 1.268 0 0 0 25.071	-0.004	-0.004
3.000 1.268 0 0 0 25.070	-0.004	-0.004
4.000 1.269 0 0 0 25.070	-0.004	-0.004
5.000 1.268 0 0 0 25.071	-0.004	-0.004
6.000 1.268 0 0 0 25.070	-0.004	-0.004
7.000 1.268 0 0 0 25.070	-0.004	-0.004
8.000 1.269 0 0 0 25.071	-0.004	-0.004
9.000 1.269 0 0 0 25.072	-0.004	-0.004
10.000 1.269 0 0 0 25.071	-0.004	-0.004
11.000 1.269 0 0 0 25.070	-0.004	-0.004
12.000 1.268 0 0 0 25.069	-0.004	-0.004
13.000 1.268 0 0 0 25.069	-0.004	-0.004
14.000 1.268 0 0 0 25.068	-0.004	-0.004
15.000 1.268 0 0 0 25.070	-0.004	-0.004
16.000 1.268 0 0 0 25.068	-0.004	-0.004
17.000 1.268 0 0 0 25.069	-0.004	-0.004
18.000 1.268 0 0 0 25.068	-0.004	-0.004
19.000 1.268 0 0 0 25.068	-0.004	-0.004
20.000 1.269 0 0 0 25.069	-0.004	-0.004
21.000 1.269 0 0 0 25.068	-0.004	-0.004
22.000 1.269 0 0 0 25.068	-0.004	-0.004
23.000 1.268 0 0 0 25.066	-0.004	-0.004
24.000 1.268 0 0 0 25.066	-0.004	-0.004
25.000 1.268 0 0 0 25.066	-0.004	-0.004
26.000 1.268 0 0 0 25.065	-0.004	-0.004
27.000 1.268 0 0 0 25.067	-0.004	-0.004
28.000 1.268 0 0 0 25.067	-0.004	-0.004
29.000 1.268 0 0 0 25.066	-0.004	-0.004
30.000 1.268 0 0 0 25.067	-0.004	-0.004
31.000 1.268 0 0 0 25.066	-0.004	-0.004
32.000 1.268 0 0 0 25.067	-0.004	-0.004
33.000 1.268 0 0 0 25.065	-0.004	-0.004
34.000 1.268 0 0 0 25.067	-0.004	-0.004
35.000 1.269 0 0 0 25.065	-0.004	-0.004
36.000 1.268 0 0 0 25.064	-0.004	-0.004
37.000 1.268 0 0 0 25.065	-0.004	-0.004
38.000 1.268 0 0 0 25.064	-0.004	-0.004
39.000 1.268 0 0 0 25.065	-0.004	-0.004
40.000 1.268 0 0 0 25.066	-0.004	-0.004
41.000 1.268 0 0 0 25.066	-0.004	-0.004
42.000 1.268 0 0 0 25.065	-0.004	-0.004
43.000 1.268 0 0 0 25.066	-0.004	-0.004
44.000 1.268 0 0 0 25.067	-0.004	-0.004
45.000 1.268 0 0 0 25.067	-0.004	-0.004
46.000 1.268 0 0 0 25.066	-0.004	-0.004
47.000 1.268 0 0 0 25.065	-0.004	-0.004
48.000 1.268 0 0 0 25.065	-0.004	-0.004
49.000 1.268 0 0 0 25.064	-0.004	-0.004
50.000 1.268 0 0 0 25.065	-0.004	-0.004
51.000 1.268 0 0 0 25.065	-0.004	-0.004
52.000 1.268 0 0 0 25.064	-0.004	-0.004
53.000 1.268 0 0 0 25.063	-0.004	-0.004
54.000 1.268 0 0 0 25.065	-0.004	-0.004
55.000 1.269 0 0 0 25.064	-0.004	-0.004
56.000 1.269 0 0 0 25.065	-0.004	-0.004
57.000 1.269 0 0 0 25.066	-0.004	-0.004
58.000 1.269 0 0 0 25.066	-0.004	-0.004
59.000 1.269 0 0 0 25.066	-0.004	-0.004
60.000 1.268 0 0 0 25.066	-0.004	-0.004
61.000 1.268 0 0 0 25.065	-0.004	-0.004
62.000 1.269 0 0 0 25.067	-0.004	-0.004
63.000 1.269 0 0 0 25.067	-0.004	-0.004
64.000 1.268 0 0 0 25.066	-0.004	-0.004
65.000 1.268 0 0 0 25.065	-0.004	-0.004
66.000 1.269 0 0 0 25.065	-0.004	-0.004
67.000 1.268 0 0 0 25.065	-0.004	-0.004
68.000 1.269 0 0 0 25.067	-0.004	-0.004
69.000 1.268 0 0 0 25.066	-0.004	-0.004
70.000 1.269 0 0 0 25.068	-0.004	-0.004
71.000 1.269 0 0 0 25.066	-0.004	-0.004
72.000 1.269 0 0 0 25.066	-0.004	-0.004
73.000 1.269 0 0 0 25.065	-0.004	-0.004
74.000 1.269 0 0 0 25.066	-0.004	-0.004
75.000 1.269 0 0 0 25.067	-0.004	-0.004
76.000 1.269 0 0 0 25.067	-0.004	-0.004
77.000 1.269 0 0 0 25.066	-0.004	-0.004
78.000 1.269 0 0 0 25.067	-0.004	-0.004
79.000 1.269 0 0 0 25.065	-0.004	-0.004
80.000 1.269 0 0 0 25.066	-0.004	-0.004
81.000 1.268 0 0 0 25.066	-0.004	-0.004
82.000 1.268 0 0 0 25.066	-0.004	-0.004
83.000 1.269 0 0 0 25.066	-0.004	-0.004
84.000 1.269 0 0 0 25.068	-0.004	-0.004
