231.000	-9.813	0.001	1129.706	0.063
229.000	-9.849	0.001	1129.783	0.066
227.000	-9.906	0.001	1129.702	0.038
225.000	-9.966	0.001	1129.723	0.051
223.000	-10.055	0.001	1129.755	0.044
221.000	-10.175	0.001	1129.678	0.076
219.000	-10.328	0.001	1129.749	0.064
217.000	-10.519	0.001	1129.704	0.018
215.000	-10.748	0.001	1129.690	0.045
213.000	-11.016	0.001	1129.665	0.056
211.000	-11.230	0.001	1129.690	0.066
209.000	-11.399	0.001	1129.731	0.040
207.000	-11.529	0.000	1129.703	0.058
205.000	-11.612	0.000	1129.749	0.023
203.000	-11.664	0.001	1129.710	0.043
201.000	-11.703	0.001	1129.742	0.049
199.000	-11.715	0.001	1129.725	0.088
197.000	-11.750	0.001	1129.769	0.067
195.000	-11.755	0.001	1129.771	0.073
193.000	-11.756	0.001	1129.739	0.062
191.000	-11.751	0.001	1129.739	0.084
189.000	-11.750	0.001	1129.728	0.038
187.000	-11.739	0.001	1129.731	0.059
185.000	-11.732	0.001	1129.736	0.030
183.000	-11.710	0.001	1129.653	0.060
181.000	-11.716	0.000	1129.724	0.100
179.000	-11.732	0.001	1129.770	0.017
177.000	-11.710	0.002	1129.690	0.059
175.000	-11.757	0.001	1129.733	0.051
173.000	-11.755	0.002	1129.754	0.053
171.000	-11.767	0.001	1129.708	0.047
169.000	-11.764	0.001	1129.730	0.066
167.000	-11.769	0.000	1129.656	0.068
165.000	-11.780	0.001	1129.663	0.071
163.000	-11.790	0.001	1129.698	0.042
161.000	-11.801	0.001	1129.754	0.049
159.000	-11.797	0.002	1129.713	0.042
157.000	-11.786	0.001	1129.708	0.042
155.000	-11.781	0.001	1129.740	0.063
153.000	-11.746	0.001	1129.684	0.077
151.000	-11.738	0.001	1129.661	0.052
149.000	-11.739	0.001	1129.663	0.035
147.000	-11.748	0.001	1129.668	0.082
145.000	-11.759	0.001	1129.704	0.063
143.000	-11.785	0.001	1129.708	0.057
141.000	-11.815	0.001	1129.715	0.033
139.000	-11.823	0.001	1129.691	0.039
137.000	-11.828	0.001	1129.761	0.046
135.000	-11.833	0.001	1129.706	0.020
133.000	-11.837	0.002	1129.752	0.039
131.000	-11.835	0.001	1129.706	0.044
129.000	-11.815	0.001	1129.678	0.114
127.000	-11.809	0.001	1129.692	0.050
125.000	-11.802	0.001	1129.658	0.041
123.000	-11.810	0.001	1129.704	0.039
121.000	-11.821	0.001	1129.668	0.055
119.000	-11.821	0.001	1129.691	0.067
117.000	-11.798	0.002	1129.753	0.062
115.000	-11.803	0.001	1129.747	0.040
113.000	-11.799	0.001	1129.762	0.066
111.000	-11.794	0.001	1129.717	0.052
109.000	-11.783	0.001	1129.797	0.025
107.000	-11.706	0.001	1129.771	0.069
105.000	-11.692	0.001	1129.778	0.047
103.000	-11.597	0.001	1129.760	0.025
101.000	-11.463	0.001	1129.791	0.102
99.000	-11.274	0.002	1129.744	0.055
97.000	-11.008	0.001	1129.733	0.058
95.000	-10.752	0.001	1129.712	0.036
93.000	-10.523	0.001	1129.673	0.088
91.000	-10.323	0.001	1129.673	0.067
89.000	-10.173	0.001	1129.698	0.062
87.000	-10.063	0.000	1129.737	0.068
85.000	-9.989	0.001	1129.717	0.119
83.000	-9.927	0.001	1129.702	0.080
81.000	-9.888	0.001	1129.709	0.042
79.000	-9.854	0.001	1129.715	0.078
77.000	-9.822	0.001	1129.691	0.098
75.000	-9.799	0.001	1129.685	0.052
73.000	-9.778	0.001	1129.714	0.044
