#run082_5layer_helix_adjacent
#b0	s_b0	bin(1/2year)	s_bin(1/2year)	shield	s_shield	sf	s_sf	t_dependent	overshoot
1.1299108567388796	0.00034579100561837883	0.014852459016393444	0.0011118573742828304	1.1150583977224862	0.0011643874957734989	0.9868551939935685	0.000984030429028009	0	0
1.1290622417121818	0.0003916274284395671	0.013549821336024656	0.0010061040003720386	1.1155124203761573	0.0010796375791305188	0.9879990483824198	0.0008911067438745627	0	0
2.990775360893305	0.00033255557660605284	0.0393368429666403	0.0013119460058450226	2.951438517926665	0.0013534384115224795	0.9868472759669618	0.0004386666128222146	0	0
5.065367600663079	0.00044796729711160665	0.0695448296554922	0.0013934350688430675	4.995822771007586	0.0014636720911335172	0.9862705266156027	0.0002750932907294408	0	0
7.538736669695275	0.0006269963497951281	0.11025364829109953	0.0013273553399832149	7.428483021404176	0.0014679906747790909	0.9853750498098303	0.00017607552454337936	0	0
10.29704432252129	0.0005673799920469236	0.19720811983895614	0.007582626888467003	10.099836202682333	0.0076038247339794696	0.9808480847841327	0.0007363894373095665	1	2
13.167234015552435	0.0005133844039919566	1.3360588294579314	0.8304208260912916	11.831175186094503	0.8304209847840368	0.898531549763614	0.06306721872978935	1	2
15.197291821752717	0.0003486023580574482	4.584115283861753	2.895523911273325	10.613176537890965	2.89552393225806	0.6983597250333604	0.19052894075759857	1	2
17.804060418969783	0.0004217481752686325	5.899667352579192	0.8915924540022129	11.904393066390591	0.8915925537515504	0.6686336030238786	0.050078040849888886	1	2
19.694519234462536	0.00040468505347668327	8.242053773041942	0.8140807576980231	11.452465461420594	0.8140808582838561	0.581505205843281	0.041335397204816875	1	2
25.148378733878193	0.00021889472700209467	13.0254060977082	0.4125795002966246	12.122972636169994	0.41257955836409776	0.4820578202855974	0.016405809704076263	1	2
30.536540837550273	0.0006508204566593179	18.760396096222834	0.4320301311293946	11.776144741327439	0.4320306213348178	0.3856410850192472	0.01414797826804938	1	2
34.7192472619978	0.0008234569904033151	23.6753310108428	0.3785610401831221	11.043916251155	0.3785619357858664	0.31809204179501893	0.01090350415089911	1	2
40.337507808671546	0.001892368673491518	29.619033731200624	0.3439252620238342	10.718474077470923	0.34393046814343076	0.26571978934124235	0.008526259744034067	1	2
45.29421391238372	0.00030591469752749845	34.57288666375768	0.29476912677719724	10.72132724862604	0.29476928551800224	0.23670412449071696	0.00650787802241288	1	2
49.99946953210262	0.0003360438242303587	40.174439182848616	0.35207350493946166	9.825030349254007	0.35207366531140744	0.1965026917524746	0.00704154687582869	1	2
55.6875	0.03125	47.6022018475354	0.36410764950989005	8.085298152464603	0.3654462244046543	0.14519053921373024	0.006555981647777941	1	2
