0.469	0.000	0.010
1.469	0.000	0.011
2.469	0.001	0.010
3.469	0.001	0.011
4.469	0.001	0.011
5.469	0.001	0.010
6.469	0.001	0.010
7.469	0.001	0.011
8.469	0.001	0.010
9.469	0.001	0.011
10.469	0.001	0.010
11.469	0.001	0.011
12.469	0.001	0.010
13.469	0.001	0.010
14.469	0.001	0.010
15.469	0.001	0.010
16.469	0.001	0.011
17.469	0.001	0.011
18.469	0.001	0.011
19.469	0.001	0.011
20.469	0.001	0.011
21.469	0.001	0.011
22.469	0.001	0.010
23.469	0.001	0.011
24.469	0.001	0.011
25.469	0.001	0.012
26.469	0.001	0.010
27.469	0.001	0.010
28.469	0.001	0.010
29.469	0.001	0.012
30.469	0.001	0.011
