231.000	4.855	0.001	582.312	0.032
229.000	4.804	0.001	582.326	0.010
227.000	4.719	0.002	582.307	0.041
225.000	4.597	0.002	582.309	0.038
223.000	4.419	0.001	582.274	0.037
221.000	4.174	0.001	582.290	0.026
219.000	3.828	0.001	582.291	0.048
217.000	3.483	0.001	582.280	0.060
215.000	2.983	0.001	582.286	0.038
213.000	2.477	0.014	582.305	0.014
211.000	1.996	0.001	582.298	0.034
209.000	1.540	0.001	582.285	0.062
207.000	1.153	0.001	582.336	0.044
205.000	0.901	0.000	582.308	0.022
203.000	0.703	0.001	582.315	0.038
201.000	0.518	0.000	582.310	0.045
199.000	0.391	0.001	582.309	0.014
197.000	0.288	0.001	582.328	0.045
195.000	0.219	0.001	582.281	0.015
193.000	0.169	0.001	582.303	0.036
191.000	0.133	0.001	582.273	0.037
189.000	0.105	0.001	582.309	0.042
187.000	0.081	0.001	582.295	0.027
185.000	0.066	0.001	582.312	0.022
183.000	0.052	0.001	582.292	0.032
181.000	0.040	0.001	582.295	0.029
179.000	0.031	0.001	582.294	0.047
177.000	0.025	0.000	582.306	0.052
175.000	0.018	0.001	582.298	0.022
173.000	0.015	0.001	582.302	0.030
171.000	0.012	0.001	582.286	0.030
169.000	0.010	0.001	582.293	0.031
167.000	0.009	0.001	582.290	0.038
165.000	0.008	0.001	582.278	0.009
163.000	0.006	0.001	582.288	0.036
161.000	0.006	0.001	582.270	0.022
159.000	0.004	0.001	582.301	0.026
157.000	0.003	0.001	582.257	0.045
155.000	0.003	0.001	582.307	0.036
153.000	0.001	0.001	582.296	0.023
151.000	0.001	0.001	582.291	0.029
149.000	0.001	0.001	582.286	0.027
147.000	0.000	0.000	582.256	0.013
145.000	-0.000	0.001	582.288	0.013
143.000	0.001	0.001	582.278	0.040
141.000	0.001	0.001	582.250	0.046
139.000	0.003	0.001	582.306	0.019
137.000	0.004	0.001	582.304	0.044
135.000	0.007	0.001	582.281	0.016
133.000	0.012	0.001	582.292	0.021
131.000	0.017	0.001	582.282	0.009
129.000	0.023	0.001	582.288	0.036
127.000	0.032	0.001	582.325	0.038
125.000	0.044	0.001	582.288	0.016
123.000	0.058	0.001	582.292	0.010
121.000	0.079	0.001	582.294	0.023
119.000	0.103	0.001	582.275	0.034
117.000	0.136	0.001	582.277	0.039
115.000	0.176	0.001	582.304	0.037
113.000	0.226	0.001	582.283	0.037
111.000	0.288	0.001	582.331	0.034
109.000	0.356	0.002	582.298	0.025
107.000	0.484	0.001	582.274	0.038
105.000	0.589	0.000	582.245	0.031
103.000	0.769	0.001	582.259	0.042
101.000	1.022	0.001	582.285	0.034
99.000	1.336	0.001	582.252	0.027
97.000	1.728	0.000	582.297	0.032
95.000	2.195	0.001	582.247	0.032
93.000	2.720	0.001	582.266	0.037
91.000	3.239	0.001	582.288	0.041
89.000	3.672	0.001	582.269	0.038
87.000	4.030	0.002	582.287	0.035
85.000	4.334	0.001	582.315	0.031
83.000	4.541	0.001	582.287	0.029
81.000	4.682	0.001	582.228	0.024
79.000	4.783	0.001	582.238	0.044
77.000	4.855	0.001	582.283	0.037
75.000	4.894	0.001	582.254	0.022
73.000	4.925	0.001	582.264	0.023
71.000	4.937	0.001	582.276	0.035
