#run073_wide_tape_2layer_sheath
#b0	s_b0	bin(1/2year)	s_bin(1/2year)	shield	s_shield	sf	s_sf	t_dependent	overshoot
0.8861968237746095	0.022268773002894704	0.002975478028422557	2.746912068525592e-05	0.8832213457461869	0.02226878994483183	0.996642418536608	8.988458956645346e-05	0	0
2.0358499640086896	0.020127501373742307	0.0054779738686888445	2.779966298622622e-05	2.030371990140001	0.02012752057187523	0.9973092448041199	2.9902177425654358e-05	0	0
3.081247931728486	0.003626881196184817	0.008346526281334313	2.8451832162183274e-05	3.0729014054471517	0.0036269927926579053	0.997291186406849	9.76886864334094e-06	0	0
3.9436702254720886	0.010247669842493146	0.011113581189820098	2.3847997125116932e-05	3.9325566442822684	0.010247697591542716	0.997181919239079	9.49693196246975e-06	0	0
5.051908747889415	0.012952445367666598	0.014692616131583876	2.3405937360460024e-05	5.037216131757831	0.012952466515698532	0.9970916703240686	8.778732624753635e-06	0	0
7.650320294539053	0.011448712286651563	0.025611085349554023	2.6570945584529244e-05	7.6247092091895	0.011448743120433601	0.9966522858699347	6.096036325292082e-06	0	0
9.86519930157557	0.009347671986705386	0.046520261955934214	0.0020983540635239606	9.818679039619637	0.009580295472841333	0.9952844072852635	0.0002127495793412653	1	2
13.089427745396977	0.006891178318620739	0.10729151940841303	0.006242498385991557	12.982136225988564	0.009298232343738016	0.9918031925080801	0.00047693100564248734	1	2
16.578192491163268	0.008243945485615356	0.17371968004742203	0.004045750332657805	16.404472811115845	0.009183176624893945	0.9895211929684119	0.0002440961229068882	1	2
20.557644382815997	0.004029542275077347	0.8474212512677957	0.17554866521232415	19.7102231315482	0.1755949061583943	0.9587782901830839	0.00853934140155515	1	2
22.20059247395279	0.011478160467264686	0.9339918526122968	0.049383600844052467	21.26660062134049	0.05069998224888227	0.9579294177077428	0.0022245335031904397	1	2
24.942578573349763	0.00293992963971057	3.395422617766084	1.0560130537313817	21.54715595558368	1.0560171460906136	0.8638704251133855	0.04233776898658004	1	2
27.9752263041918	0.012180257926274862	4.65686892536088	0.35128847954468956	23.31835737883092	0.35149957972090146	0.8335359694779987	0.012557336519009515	1	2
29.674393138830382	0.005386381638952997	5.863929231454659	0.3728618332779199	23.810463907375723	0.3729007372244412	0.802390929983959	0.012565155108084805	1	2
32.48315313010625	0.013570203038131723	7.470068443828529	0.345601323821473	25.013084686277722	0.34586764150126964	0.770032533051569	0.01063983572643359	1	2
34.615688332571665	0.0021447643807235295	8.850268724820594	0.4132476313876534	25.76541960775107	0.41325319703754826	0.7443278134529272	0.011938170670955149	1	2
37.137667702955355	0.01313329615987513	14.084741380327337	2.1180888699297657	23.052926322628018	2.118129586306838	0.6207424361437082	0.057033595739304374	1	2
39.386092982110924	0.007085913776236907	21.677938275968415	5.799061839734385	17.70815470614251	5.799066168896299	0.4496042477273771	0.14723631394018716	1	2
44.80851718329476	0.013041546375553992	26.32191326298917	3.4136243277651026	18.48660392030559	3.413649239895865	0.41256897309687485	0.0761826799664124	1	2
51.139461985957155	0.009793348418675407	35.800297339932385	3.4751095491995727	15.33916464602477	3.4751233486901305	0.2999477125949602	0.06795371278879019	1	2
61.288853563910905	0.0015869987654966167	44.202698726359166	1.3087355606046032	17.08615483755174	1.30873652281738	0.27878078710894155	0.021353573855673835	1	2
74.82060429807612	0.014371061238463767	58.111110978660946	0.734539316642568	16.709493319415174	0.7346798861373914	0.22332743067466548	0.009818473415489543	1	2
