I/F:Bcenter:Bminusr:Bplusr
0.00	0.00	0.02	-0.01
0.00	0.00	0.02	-0.01
0.00	0.00	0.02	-0.01
0.00	0.00	0.02	-0.01
0.00	0.00	0.01	-0.01
0.10	2.02	2.10	-2.10
0.10	2.02	2.11	-2.11
0.10	2.02	2.11	-2.11
0.10	2.02	2.11	-2.10
0.10	2.02	2.10	-2.13
0.50	9.54	9.90	-10.00
0.50	9.54	9.98	-9.98
0.50	9.54	9.91	-9.98
0.50	9.54	9.90	-9.93
0.50	9.54	9.89	-9.94
1.00	19.28	19.98	-20.20
1.00	19.28	20.00	-20.17
1.00	19.28	20.01	-20.22
1.00	19.28	20.08	-20.09
1.00	19.28	20.05	-20.04
1.00	19.28	20.06	-20.27
