#run080_4layer_helix_spaced
#b0	s_b0	bin(1/2year)	s_bin(1/2year)	shield	s_shield	sf	s_sf	t_dependent	overshoot
1.3504553329406708	0.00019569235645167105	0.04315940645372465	0.0010268771072357741	1.3072959264869461	0.0010453573990451875	0.9680408485930866	0.0007604073436528905	0	0
3.1839635982487473	0.00024281201699105637	0.09759630556999105	0.0011823010234095369	3.0863672926787564	0.001206976961482904	0.9693475435386035	0.00037133730128756696	0	0
5.387079569294737	0.0008998458898221706	0.16733694913411087	0.001228102395861591	5.219742620160626	0.001522484193727749	0.9689373533504317	0.00022803087050218395	0	0
7.859143626065951	0.000598632974006641	0.25909369700395707	0.0013402164536698094	7.600049929061994	0.0014678356789011896	0.9670328334317958	0.00017054806658816358	0	0
10.127236914658456	0.000593892498852	0.3986062245321255	0.005912024720837072	9.72863069012633	0.005941779581908213	0.9606401797557267	0.000583779266010254	1	2
12.554456346626756	0.0003504510374519043	2.19487631426737	0.9682779305608162	10.359580032359386	0.9682779939805854	0.8251715364116815	0.07712623356720712	1	2
15.274619341557932	0.0003638978966513662	4.891761633710407	0.888388618345104	10.382857707847524	0.8883886928742407	0.6797457583508282	0.058161097577860074	1	2
17.567865217584846	0.0005471081128956001	7.449689331109662	0.8814138920721053	10.118175886475184	0.8814140618715951	0.5759479459318272	0.05017194244655354	1	2
19.990785061320775	0.00035434693712232956	9.429074574685925	0.5265852637076378	10.56171048663485	0.5265853829302465	0.5283289502757049	0.026341401231429654	1	2
25.145849371269406	0.00030888262660511145	19.510839505758867	2.4583154090342916	5.63500986551054	2.4583154284395468	0.2240930414523546	0.09776227417975536	1	2
30.33870519462926	0.0011100359281428496	20.552416741833	0.5349920781438655	9.78628845279626	0.5349932297295488	0.32256776912577956	0.017633996018991783	1	2
34.97215980716605	0.0011165387295548612	26.620837152880362	0.655860203338964	8.351322654285688	0.6558611537380162	0.238799167690365	0.01875379609501082	1	2
40.234599386654594	0.0018277465192326758	33.86734388916962	0.9625215217055256	6.367255497484976	0.9625232570715677	0.15825323464254323	0.023922762148769594	1	2
47.69665202932117	0.0003301134637823111	39.14692558170054	0.29984831809458967	8.549726447620628	0.29984849981124334	0.17925212952818462	0.006286572070499383	1	2
50.146621183967525	0.00020531508583232494	44.814903157437826	1.1885471939291392	5.3317180265297	1.1885472116626732	0.10632257768613758	0.02370144149357334	1	2
55.718591023443196	9.824849279027603e-05	49.89976778066247	0.5576798993327259	5.818823242780724	0.5576799079871226	0.10443234719148758	0.010008865910469107	1	2
