0.000	-9.896	0.001	1131.150	0.043
2.000	-9.899	0.001	1131.174	0.021
4.000	-9.906	0.001	1131.145	0.031
6.000	-9.913	0.002	1131.098	0.083
8.000	-9.915	0.001	1131.125	0.037
10.000	-9.918	0.001	1131.116	0.036
12.000	-9.924	0.000	1131.118	0.035
14.000	-9.933	0.001	1131.131	0.034
16.000	-9.940	0.001	1131.099	0.035
18.000	-9.944	0.001	1131.115	0.064
20.000	-9.950	0.001	1131.114	0.040
22.000	-9.964	0.000	1131.096	0.046
24.000	-9.973	0.001	1131.105	0.059
26.000	-9.989	0.001	1131.094	0.069
28.000	-10.003	0.001	1131.102	0.017
30.000	-10.016	0.001	1131.131	0.029
32.000	-10.039	0.000	1131.122	0.057
34.000	-10.061	0.001	1131.138	0.045
36.000	-10.082	0.001	1131.119	0.038
38.000	-10.101	0.001	1131.137	0.035
40.000	-10.118	0.001	1131.114	0.026
42.000	-10.126	0.001	1131.119	0.065
44.000	-10.130	0.000	1131.128	0.056
46.000	-10.133	0.002	1131.109	0.018
48.000	-10.139	0.001	1131.124	0.057
50.000	-10.139	0.000	1131.121	0.066
52.000	-10.138	0.001	1131.104	0.034
54.000	-10.118	0.001	1131.113	0.039
95.000	-9.971	0.001	1131.108	0.044
97.000	-9.972	0.001	1131.096	0.051
99.000	-9.970	0.001	1131.078	0.044
101.000	-9.970	0.000	1131.085	0.059
103.000	-9.969	0.001	1131.136	0.050
105.000	-9.971	0.001	1131.099	0.016
107.000	-9.970	0.001	1131.099	0.048
109.000	-9.972	0.000	1131.100	0.030
111.000	-9.973	0.001	1131.112	0.010
113.000	-9.973	0.001	1131.075	0.050
115.000	-9.973	0.001	1131.151	0.051
117.000	-9.974	0.001	1131.144	0.053
119.000	-9.973	0.001	1131.111	0.040
121.000	-9.972	0.000	1131.107	0.053
123.000	-9.969	0.000	1131.122	0.043
125.000	-9.969	0.001	1131.135	0.017
127.000	-9.966	0.001	1131.100	0.046
129.000	-9.966	0.000	1131.114	0.028
131.000	-9.964	0.001	1131.120	0.027
133.000	-9.965	0.000	1131.091	0.033
135.000	-9.961	0.001	1131.111	0.055
137.000	-9.961	0.001	1131.079	0.026
139.000	-9.956	0.001	1131.092	0.053
141.000	-9.952	0.001	1131.125	0.026
143.000	-9.949	0.000	1131.118	0.029
145.000	-9.944	0.001	1131.135	0.061
147.000	-9.939	0.001	1131.049	0.040
149.000	-9.931	0.000	1131.106	0.052
