231.000	4.975	0.002	580.697	0.026
229.000	4.973	0.001	580.687	0.023
227.000	4.958	0.001	580.654	0.020
225.000	4.930	0.000	580.652	0.027
223.000	4.875	0.001	580.601	0.044
221.000	4.798	0.001	580.678	0.031
219.000	4.689	0.001	580.670	0.020
217.000	4.514	0.001	580.624	0.031
215.000	4.320	0.001	580.654	0.033
213.000	4.104	0.001	580.610	0.041
211.000	3.900	0.000	580.687	0.013
209.000	3.746	0.001	580.647	0.038
207.000	3.599	0.001	580.582	0.038
205.000	3.481	0.001	580.605	0.027
203.000	3.400	0.001	580.583	0.026
201.000	3.343	0.001	580.654	0.021
199.000	3.309	0.001	580.622	0.046
197.000	3.293	0.001	580.612	0.039
195.000	3.279	0.001	580.563	0.042
193.000	3.265	0.001	580.589	0.031
191.000	3.254	0.001	580.629	0.040
189.000	3.245	0.001	580.637	0.026
187.000	3.249	0.001	580.611	0.038
185.000	3.255	0.001	580.571	0.014
183.000	3.258	0.001	580.566	0.029
181.000	3.255	0.001	580.620	0.030
179.000	3.251	0.001	580.594	0.016
177.000	3.249	0.001	580.554	0.057
175.000	3.258	0.001	580.578	0.041
173.000	3.266	0.000	580.592	0.044
171.000	3.272	0.001	580.638	0.029
169.000	3.272	0.001	580.625	0.028
167.000	3.265	0.001	580.603	0.050
165.000	3.263	0.001	580.584	0.055
163.000	3.267	0.000	580.590	0.046
161.000	3.275	0.001	580.588	0.009
159.000	3.277	0.001	580.634	0.012
157.000	3.268	0.001	580.591	0.031
155.000	3.257	0.001	580.596	0.037
153.000	3.248	0.001	580.578	0.034
151.000	3.249	0.001	580.640	0.031
149.000	3.257	0.001	580.644	0.059
147.000	3.260	0.001	580.622	0.048
145.000	3.258	0.001	580.582	0.041
143.000	3.243	0.001	580.583	0.039
141.000	3.240	0.001	580.608	0.020
139.000	3.244	0.001	580.590	0.031
137.000	3.255	0.001	580.553	0.030
135.000	3.263	0.001	580.566	0.020
133.000	3.258	0.001	580.569	0.049
131.000	3.248	0.001	580.592	0.033
129.000	3.242	0.000	580.580	0.020
127.000	3.248	0.001	580.585	0.035
125.000	3.259	0.001	580.528	0.045
123.000	3.269	0.001	580.577	0.022
121.000	3.271	0.001	580.595	0.038
119.000	3.267	0.001	580.590	0.050
117.000	3.274	0.000	580.574	0.043
115.000	3.296	0.001	580.537	0.019
113.000	3.336	0.001	580.578	0.023
111.000	3.389	0.001	580.594	0.042
109.000	3.451	0.000	580.593	0.024
107.000	3.530	0.001	580.586	0.036
105.000	3.640	0.001	580.543	0.028
103.000	3.808	0.001	580.576	0.037
101.000	4.016	0.001	580.677	0.052
99.000	4.251	0.001	580.651	0.023
97.000	4.445	0.001	580.635	0.024
95.000	4.665	0.001	580.549	0.049
93.000	4.790	0.000	580.638	0.030
91.000	4.894	0.000	580.631	0.047
89.000	4.961	0.000	580.592	0.048
87.000	4.993	0.002	580.608	0.027
85.000	5.018	0.000	580.555	0.047
83.000	5.026	0.001	580.620	0.030
81.000	5.024	0.001	580.602	0.033
79.000	5.018	0.001	580.613	0.017
77.000	5.008	0.001	580.569	0.046
75.000	4.998	0.001	580.542	0.023
73.000	4.985	0.001	580.559	0.047
71.000	4.973	0.001	580.595	0.012
