#run060_2_5_layer_helix_no_cu
#b0	s_b0	bin(1/2year)	s_bin(1/2year)	shield	s_shield	sf	s_sf	t_dependent	overshoot
2.01269027720341	0.0008854493047003587	0.003916832601402045	3.466400666018254e-05	2.0087734446020082	0.0008861275667487644	0.9980539317719346	1.724398896136087e-05	0	0
4.013824064107396	0.0006259150461285223	0.00804661629524565	3.645966793823353e-05	4.005777447812151	0.0006269760381037193	0.9979952742903706	9.088902059615864e-06	0	0
5.03995346743764	0.0005733067965691951	0.01026625023867319	3.6822424435055435e-05	5.029687217198967	0.0005744880972950683	0.9979630267809015	7.3097774365440854e-06	0	0
5.703175542478784	0.001262978962401462	0.01172881263467992	3.413522263886074e-05	5.691446729844104	0.0012634401738480846	0.9979434592978385	6.002602816876451e-06	0	0
8.048571781968736	0.00065663968723495	0.01980535173617749	3.733348906270275e-05	8.028766430232558	0.0006577001355158808	0.9975392712803347	4.6428658767560425e-06	0	0
10.062912138886965	0.0005756956220990261	0.034980060554813036	3.764825964568718e-05	10.027932078332151	0.0005769253337810135	0.9965238630654801	3.74657042734997e-06	0	0
12.110680243147575	0.0005896674267384938	0.16820087971984626	0.31468783213923057	11.94247936342773	0.314688384603186	0.9861113598622987	0.02598432341765884	1	2
14.077387914958253	0.0012682294548627127	1.0777678696752722	1.2496745128147104	12.999620045282981	1.2496751563444934	0.9234397832761243	0.08877176107783956	1	2
16.149288663419934	0.0008731752898132328	3.2299777388849273	1.5517805140379322	12.919310924535008	1.5517807597025153	0.7999925689481784	0.09608971368381163	1	2
18.10179920738266	0.0006510919178008834	5.653644530638268	1.6254741780835165	12.448154676744391	1.6254743084825944	0.687674994851756	0.08979627782748847	1	2
20.176833034301296	0.0007663762459912959	7.476807562408272	1.0949662018041773	12.700025471893024	1.0949664700008017	0.6294360195330235	0.054268488854065225	1	2
25.23281724235632	0.0009731837950486266	13.093879921045184	0.8697957837347161	12.138937321311134	0.8697963281650412	0.48107736859974826	0.03447082115267217	1	2
30.192217505839402	0.0006829746682459614	20.017644281340004	1.3264673581438906	10.174573224499397	1.3264675339696899	0.33699324080887927	0.043934084509575734	1	2
35.25793287074702	0.0013878073708291083	25.005868869693824	0.7890286571768712	10.252064001053196	0.7890298776698098	0.29077325771299484	0.02237877285604682	1	2
37.565458821650886	0.0007412384526652716	27.755248286126147	0.7366637863418681	9.810210535524739	0.7366641592625375	0.26114975946655056	0.01961014221646051	1	2
