231.000	-10.029	0.000	1131.239	0.035
229.000	-10.104	0.001	1131.200	0.064
227.000	-10.186	0.001	1131.206	0.026
225.000	-10.280	0.001	1131.139	0.022
223.000	-10.408	0.001	1131.164	0.050
221.000	-10.562	0.001	1131.157	0.040
219.000	-10.733	0.000	1131.128	0.060
217.000	-10.914	0.001	1131.152	0.043
215.000	-11.072	0.001	1131.190	0.039
213.000	-11.209	0.001	1131.195	0.010
211.000	-11.241	0.001	1131.151	0.026
209.000	-11.187	0.001	1131.189	0.046
207.000	-11.091	0.001	1131.186	0.049
205.000	-10.961	0.001	1131.175	0.034
203.000	-10.812	0.001	1131.193	0.030
201.000	-10.693	0.001	1131.208	0.056
199.000	-10.576	0.001	1131.183	0.034
197.000	-10.497	0.000	1131.186	0.057
195.000	-10.444	0.001	1131.177	0.066
193.000	-10.386	0.001	1131.208	0.033
191.000	-10.339	0.001	1131.216	0.041
189.000	-10.283	0.001	1131.172	0.071
187.000	-10.289	0.000	1131.161	0.069
185.000	-10.271	0.001	1131.150	0.032
183.000	-10.259	0.000	1131.174	0.033
181.000	-10.254	0.001	1131.159	0.036
179.000	-10.244	0.000	1131.181	0.049
177.000	-10.224	0.000	1131.145	0.036
175.000	-10.225	0.001	1131.133	0.046
173.000	-10.226	0.001	1131.162	0.027
171.000	-10.216	0.001	1131.160	0.041
169.000	-10.204	0.001	1131.177	0.075
167.000	-10.208	0.001	1131.141	0.046
165.000	-10.202	0.001	1131.136	0.058
163.000	-10.199	0.001	1131.135	0.062
161.000	-10.196	0.000	1131.156	0.049
159.000	-10.192	0.001	1131.150	0.023
157.000	-10.186	0.001	1131.096	0.058
155.000	-10.166	0.001	1131.123	0.040
153.000	-10.145	0.001	1131.144	0.040
151.000	-10.118	0.001	1131.165	0.050
149.000	-10.106	0.000	1131.125	0.037
147.000	-10.121	0.000	1131.152	0.085
145.000	-10.150	0.001	1131.138	0.056
143.000	-10.178	0.001	1131.139	0.041
141.000	-10.196	0.001	1131.145	0.038
139.000	-10.212	0.000	1131.151	0.054
137.000	-10.227	0.001	1131.085	0.038
135.000	-10.241	0.001	1131.125	0.060
133.000	-10.253	0.001	1131.125	0.064
131.000	-10.273	0.001	1131.109	0.032
129.000	-10.295	0.001	1131.122	0.061
127.000	-10.318	0.001	1131.133	0.034
125.000	-10.349	0.001	1131.095	0.056
123.000	-10.388	0.001	1131.115	0.069
121.000	-10.430	0.001	1131.114	0.028
119.000	-10.492	0.001	1131.155	0.046
117.000	-10.567	0.001	1131.099	0.051
115.000	-10.646	0.001	1131.114	0.046
113.000	-10.760	0.001	1131.109	0.060
111.000	-10.896	0.001	1131.133	0.023
109.000	-10.989	0.001	1131.126	0.069
107.000	-11.054	0.001	1131.129	0.020
105.000	-11.192	0.001	1131.115	0.058
103.000	-11.489	0.001	1131.130	0.037
101.000	-11.571	0.000	1131.166	0.056
99.000	-11.543	0.001	1131.188	0.025
97.000	-11.396	0.001	1131.212	0.039
95.000	-11.181	0.001	1131.169	0.023
93.000	-10.919	0.000	1131.187	0.044
91.000	-10.711	0.001	1131.176	0.035
89.000	-10.544	0.001	1131.146	0.036
87.000	-10.411	0.001	1131.156	0.032
85.000	-10.307	0.001	1131.171	0.046
83.000	-10.215	0.000	1131.124	0.044
81.000	-10.139	0.000	1131.198	0.038
79.000	-10.085	0.001	1131.147	0.009
77.000	-10.046	0.001	1131.147	0.032
75.000	-9.995	0.001	1131.128	0.030
73.000	-9.974	0.000	1131.129	0.054
71.000	-9.952	0.001	1131.155	0.037
