0.310	1.096	0.133
1.310	1.096	0.134
2.310	1.096	0.134
3.310	1.096	0.134
4.310	1.096	0.135
5.310	1.096	0.135
6.310	1.096	0.135
7.310	1.096	0.136
8.310	1.096	0.137
9.310	1.096	0.137
10.310	1.096	0.137
11.310	1.096	0.137
12.310	1.096	0.136
13.310	1.096	0.137
14.310	1.096	0.138
15.310	1.096	0.138
16.310	1.096	0.138
17.310	1.096	0.140
18.310	1.096	0.138
19.310	1.096	0.140
20.310	1.096	0.139
21.310	1.096	0.141
22.310	1.096	0.141
23.310	1.096	0.141
24.310	1.096	0.140
25.310	1.096	0.142
26.310	1.096	0.143
27.310	1.096	0.143
28.310	1.096	0.142
29.310	1.096	0.143
30.310	1.096	0.143
31.310	1.096	0.143
32.310	1.096	0.144
33.310	1.096	0.145
34.310	1.096	0.144
35.310	1.096	0.146
36.310	1.096	0.145
37.310	1.096	0.146
38.310	1.096	0.146
39.310	1.096	0.146
40.310	1.096	0.145
41.310	1.096	0.145
42.310	1.096	0.147
43.310	1.096	0.146
44.310	1.096	0.148
45.310	1.096	0.146
46.310	1.096	0.147
47.310	1.096	0.147
48.310	1.096	0.148
49.310	1.096	0.148
50.310	1.096	0.149
51.310	1.096	0.149
52.310	1.096	0.149
53.310	1.096	0.149
54.310	1.096	0.150
55.310	1.096	0.149
56.310	1.096	0.151
57.310	1.096	0.151
58.310	1.096	0.149
59.310	1.096	0.149
60.310	1.096	0.149
61.310	1.096	0.151
62.310	1.096	0.151
63.310	1.096	0.152
64.310	1.096	0.150
65.310	1.096	0.152
66.310	1.096	0.150
67.310	1.096	0.152
68.310	1.096	0.153
69.310	1.096	0.154
70.310	1.096	0.153
71.310	1.096	0.153
72.310	1.096	0.153
73.310	1.096	0.153
74.310	1.096	0.154
75.310	1.096	0.154
76.310	1.096	0.154
77.310	1.096	0.155
78.310	1.096	0.155
79.310	1.096	0.154
80.310	1.096	0.155
81.310	1.096	0.156
82.310	1.096	0.156
83.310	1.096	0.155
84.310	1.096	0.155
85.310	1.096	0.157
86.310	1.096	0.156
87.310	1.096	0.157
88.310	1.096	0.156
89.310	1.096	0.156
90.310	1.096	0.157
91.310	1.096	0.156
