run,temp,type,type2,Bnom,SN_min,SN_max,x_mean,x_sdev,y_mean,y_sdev
1,room,main,position,0.0,0.073499999999999996,0.076499999999999999,3.8406910400390624,0.0029945706725120545,2.1851493530273438,0.00115146803855896
1,room,main,position,0.86400002241134644,0.078,0.084000000000000005,3.8531934814453126,0.001419191837310791,2.1788675537109374,0.0010924845635890961
1,room,main,position,1.6480000019073486,0.085500000000000007,0.091499999999999998,3.8714578857421875,0.0016170984506607056,2.1731068725585936,0.0019384528398513794
1,room,main,position,2.4800000190734863,0.092999999999999999,0.099000000000000005,3.8923406982421875,0.0019026196002960205,2.1704820556640625,0.00081059172749519347
1,room,main,position,3.2239999771118164,0.10200000000000001,0.108,3.9119146728515628,0.00096126133203506474,2.1722957153320315,0.00073394715785980225
1,room,main,position,4.0,0.1095,0.11550000000000001,3.9278386230468749,0.0015901601314544677,2.1763478393554689,0.002249392032623291
1,room,main,position,4.880000114440918,0.11700000000000001,0.123,3.9466545410156253,0.0018006609678268433,2.1845075683593751,0.00047830076515674593
1,room,main,position,5.679999828338623,0.1245,0.1305,3.9605390625000001,0.0016042701601982118,2.1898377685546877,0.0010792941749095918
1,room,main,position,6.4239997863769531,0.13200000000000001,0.13800000000000001,3.9722178955078125,0.0010925000309944153,2.1997304077148438,0.0023010762333869933
1,room,main,position,7.1999998092651367,0.13800000000000001,0.14549999999999999,3.9806832275390627,0.003883553981781006,2.2071304321289062,0.003904405474662781
1,room,main,position,8.0,0.14699999999999999,0.153,3.9905123291015627,0.00095652848482131959,2.2206954345703127,0.0017986965179443359
1,room,main,position,8.8000001907348633,0.1545,0.1605,3.999226318359375,0.0006327161192893982,2.2453573608398436,0.0035071570873260499
1,room,main,position,10.97599983215332,0,0,4.003944396972656,0.01638673059642315,2.448239326477051,0.017355050891637802
1,cryo,trapped,position,0.0,0,0,3.8521456718444824,0.0005111017962917686,2.256563901901245,0.0032354353461414576
1,cryo,main,position,0.0,0.16650000000000001,0.17250000000000001,3.8325303955078125,0.0048366819620132449,2.2616004638671874,0.0085778560638427731)
1,cryo,main,position,0.80800002813339233,0.17400000000000002,0.17999999999999999,3.8345559082031251,0.0023989614844322207,2.2633137817382813,0.0058107790946960447)
1,cryo,main,position,1.6000000238418579,0.18149999999999999,0.192,3.8326864013671877,0.0043198925256729128,2.2661350708007815,0.0063645565509796147)
1,cryo,main,position,2.3199999332427979,0.19350000000000001,0.19950000000000001,3.8298713378906251,0.009080544233322144,2.2725098876953127,0.012911769390106201)
1,cryo,main,position,3.5439999103546143,0.20100000000000001,0.20700000000000002,3.8333499755859375,0.0017413607239723206,2.2643060302734375,0.0028274475932121277)
1,cryo,main,position,4.1919999122619629,0.20849999999999999,0.2145,3.8370117187499999,0.0047758430242538456,2.2684205932617187,0.0069787373542785644)
1,cryo,main,position,5.495999813079834,0.216,0.222,3.8337791748046874,0.0038239917755126954,2.2687578735351561,0.0074103777408599854)
1,cryo,main,position,6.7600002288818359,0.2235,0.23100000000000001,3.8397073974609377,0.0040329215526580808,2.2634624633789064,0.0047584365606307983)
1,cryo,main,position,8.4799995422363281,0.23250000000000001,0.23700000000000002,3.845055908203125,0.0017507284283638002,2.2537635498046877,0.0061068334579467776)
1,cryo,main,position,12.071999549865723,0.23850000000000002,0.246,3.8488428955078127,0.0032606209516525268,2.2567864379882812,0.00726121187210083)
1,cryo,main,position,16.08799934387207,0.2475,0.2535,3.8448391113281253,0.015785676956176758,2.2632982177734378,0.03333786964416504)
1,cryo,main,position,20.791999816894531,0.255,0.26100000000000001,3.8594172363281252,0.0039449898004531858,2.2410485229492187,0.0027526760101318358)
1,cryo,main,position,24.224000930786133,0.26250000000000001,0.26850000000000002,3.8659650878906251,0.002140749514102936,2.239905212402344,0.0044342887401580813)
1,cryo,main,position,28.384000778198242,0.27000000000000002,0.27600000000000002,3.8737602539062501,0.0016720138192176819,2.2330034179687499,0.0030942513942718505)
1,cryo,main,position,32.759998321533203,0.27750000000000002,0.28350000000000003,3.8792819824218752,0.0042582017183303835,2.2234962158203126,0.0017882326841354369)
1,cryo,main,position,37.200000762939453,0.28650000000000003,0.29249999999999998,3.8837061767578125,0.0031408199071884155,2.2247631225585938,0.0033854166269302369)
1,cryo,main,position,39.72800064086914,0,0,3.8923373222351074,0.0032755695283412933,2.220308780670166,0.0005048228777013719)
2,room,pos_rand,position,8.0,0.47999999999999998,0.48599999999999999,3.8878579101562503,0.0024382703304290771,2.3144549560546874,0.0015783476829528808)
2,room,pos_rand,position,1.6000000238418579,0.48749999999999999,0.49349999999999999,3.8284240722656251,0.002785826861858368,2.2893665771484377,0.0029293686747550963)
2,room,pos_rand,position,2.4000000953674316,0.495,0.501,3.8347591552734377,0.00029765722900629044,2.2957291259765626,0.0020754346847534182)
2,room,pos_rand,position,6.4000000953674316,0.50250000000000006,0.50850000000000006,3.8700516357421875,0.0022671822309494019,2.3177127685546877,0.0011873777210712434)
2,room,pos_rand,position,0.80000001192092896,0.51000000000000001,0.52349999999999997,3.8339084472656251,0.018333722591400148,2.3086856689453126,0.0070335259437561033)
2,room,pos_rand,position,4.8000001907348633,0.51749999999999996,0.52349999999999997,3.8521754150390626,0.001687949001789093,2.3156627197265625,0.00047023214399814604)
2,room,pos_rand,position,10.399999618530273,0.52500000000000002,0.53100000000000003,3.8889558105468751,0.0015221178531646729,2.340166259765625,0.0014957122206687927)
2,room,pos_rand,position,14.399999618530273,0.53249999999999997,0.53849999999999998,3.8924556884765624,0.00076824009418487551,2.35704931640625,0.0020531256794929504)
2,room,pos_rand,position,15.199999809265137,0.54000000000000004,0.54600000000000004,3.8945540771484377,0.0016469188928604126,2.3666753540039065,0.0017732722163200378)
2,room,pos_rand,position,12.800000190734863,0.54749999999999999,0.55349999999999999,3.8909468994140628,0.001334932565689087,2.3544012451171876,0.0018082748651504516)
2,room,pos_rand,position,11.208000183105469,0.55500000000000005,0.56100000000000005,3.887987548828125,0.00068530516326427459,2.3478781127929689,0.0006042121052742004)
2,room,pos_rand,position,0.0,0.5625,0.56850000000000001,3.805461181640625,0.0016969923377037049,2.3186892700195312,0.0016668207049369812)
2,room,pos_rand,position,5.5999999046325684,0.57000000000000006,0.57600000000000007,3.8546337890625,0.0021808653473854066,2.3289420776367189,0.00091598501801490784)
2,room,pos_rand,position,12.0,0.58499999999999996,0.59099999999999997,3.8889272460937501,0.0012387063503265382,2.3556152343750001,0.0027914382219314574)
2,room,pos_rand,position,13.600000381469727,0.59250000000000003,0.59850000000000003,3.8897984619140624,0.00051881508529186249,2.3658526611328123,0.0025097690820693971)
2,room,pos_rand,position,9.6000003814697266,0.59999999999999998,0.60599999999999998,3.8802286376953128,0.00063608573377132418,2.3457066650390623,0.0019922758340835574)
2,room,pos_rand,position,7.1999998092651367,0.60750000000000004,0.61350000000000005,3.8638388671874999,0.00083404487371444708,2.3388284912109376,0.0012752401828765869)
